Product,Category,Price,Stars,Summary,URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD Red Plus 8TB NAS 3.5 Inch Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache",Storage,S$244.89,4.6,"The brand should be a guarantee of good functioning. As these albums spin slower they should last longer. As for the noise level, they hardly hear within the server.",https://www.amazon.sg/Plus-Inch-Internal-Hard-Drive/dp/B08L3HM6Z1/ref=sr_1_198?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxDigitalData Gaming HDD Upgrade kit Seagate 2TB 128MB Cache SATA 6Gbps 2.5inch Internal Gaming Hard Drive (Pre-Formatted for Xbox One S & Firmware Installed),Storage,S$89.10,4.5,My son was getting Xbox error E203 0000080F 800701E7 when performing a system update. After much research the steps online were not fixing the issue. Decided to,https://www.amazon.sg/MaxDigitalData-Internal-Pre-Formatted-Firmware-Installed/dp/B08JTMJLVG/ref=sr_1_201?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Digital WD5000LPSX WD Black 2.5"" HDD, 500GB",Storage,S$91.86,4.3,"Great little hdd, with pacey 7200rpm spin. Plenty of storage space. Was advertised with 5 years warranty, Amazon was the seller, it only has 3 years warranty which",https://www.amazon.sg/Western-Digital-WD5000LPSX-Black-500GB/dp/B08F3YHMNJ/ref=sr_1_202?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hilitand Optical Disk Drive for Sony PS4‑Slim 2000, Game Console Internal Slim Optical Disk Drive Replacement with Screwdriver, PS4 Accessories(PS4 Slim2000)",Storage,S$68.74,3.1,Large cord tab isn't long enough and now after install it doesn't even work to take disk. Took forever to come in and request a refund and have been waiting on a return,https://www.amazon.sg/Hilitand-PS4%E2%80%91Slim-Replacement-Screwdriver-Accessories/dp/B08DKWH193/ref=sr_1_203?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XtremeAmazing Drive Deck with Laser KEM-496AAA for Sony Playstation 4 PS4 Slim CUH-2015A CUH-2115B,Storage,S$44.68,4.3,"Bought this because the OEM laser stopped reading DVDs. If you hear a loud buzzing/vibration when the disc spins, check to make sure the ribbon cable isn't touching the",https://www.amazon.sg/XtremeAmazing-KEM-496AAA-Playstation-CUH-2015A-CUH-2115B/dp/B08B3FBZD5/ref=sr_1_208?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba 1TB 5400RPM 128MB Cache SATA 6Gb/s (7mm) 2.5in Internal Gaming PS3/PS4 Hard Drive - 3 Year Warranty,Storage,S$130.20,4.5,"The product arrived one day before the expected. It is used to replace a hard drive already quite damaged from a PS4, for 2 months with this new disk and works to perfection.",https://www.amazon.sg/Toshiba-5400RPM-128MB-Internal-Gaming/dp/B08975MYC5/ref=sr_1_210?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laser Lens Disk ROM DVD Drive Module Replacement Compatible with Sony PS3 Super Slim CECH-4001B KES-850A KEM-850A,Storage,S$41.72,4.1,"My PS3 plays games, DVDs, and blurays no problem. Quite happy. Fix my brothers PS3 super slim.",https://www.amazon.sg/Replacement-Compatible-CECH-4001B-KES-850A-KEM-850A/dp/B088FKZPWL/ref=sr_1_211?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seagate Exos X16 SAS 512E CMR Internal Hard Disk 3.5"" 10TB 5 Year Warranty Authorized Dealer ST10000NM002G",Storage,S$556.02,4.3,Seagate Exos 7E8 ST4000NM002A has a full 5 year warranty until 2026. Read and Write times are about 250MB/s which is pretty much the,https://www.amazon.sg/Seagate-Internal-Warranty-Authorized-ST10000NM002G/dp/B086K4NKT8/ref=sr_1_213?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zopsc Hard Drive Hard Disk Magnetic Head Repair Set Head Replacement Tool Kit HDD Repairing Tool,Storage,S$61.25,1.9,"Don't be deceived, they don't honor prime 2 day delivery. Took me 14 days to get mine.",https://www.amazon.sg/Zopsc-Magnetic-Repair-Replacement-Repairing/dp/B083R8X616/ref=sr_1_215?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal 9.5mm Slim Slot in SATA 8X Cd-Rw DVD±R/Rw Burner Writer Laptop PC Mac Optical Drive Device Module Replacement Part for Apple 13inch 15inch 17 inch MacBook Pro Unibody A1278 A1286 A1297,Storage,S$53.36,5,. Works perfectly but should be expected at $50 plus a pop.,https://www.amazon.sg/Internal-Optical-Replacement-MacBook-Unibody/dp/B083MZ1NLC/ref=sr_1_216?qid=1695821498&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHATA 1 Set Hard Drive Repair Head Replacement Tool Kit White Hard Drive Combs Hard Disk Magnetic Head Data Recovery HDD Repairing Tool,Storage,S$78.32,3,"I bought 5 donors in EBay, each one more than $200 for a 4tb WD hdd. Always the comb could take he head out but it couldn't return it",https://www.amazon.sg/ASHATA-Replacement-Magnetic-Recovery-Repairing/dp/B083LG6FRM/ref=sr_1_217?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seagate ST6000NE000 IronWolf Pro Internal Hard Drive, 6TB, 3.5""",Storage,S$252.47,4.4,"This was my preferred choice because it uses CMR technology and is intended for the Enterprise environment. I could hear the loud hum from the drive two doors down the corridor from my office,",https://www.amazon.sg/Seagate-ST6000NE000-IronWolf-Internal-Drive/dp/B07SZ3FM44/ref=sr_1_223?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHATA 50PCS Hard Drive Repair Head Replacement Tool Kit White Hard Drive Combs Hard Disk Magnetic Head Data Recovery HDD Repairing Tool for SAS and SCSI of 2.5 and 3.5 Inches,Storage,S$92.04,5,Nice that it didn't take a month to get here like one I ordered from somewhere else a while back. Worked good replacing the head in my Western Digital drive.,https://www.amazon.sg/ASHATA-Replacement-Magnetic-Recovery-Repairing/dp/B07RZ5N58C/ref=sr_1_225?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD Purple Surveillance Hard Disk Drive, 8TB, 256MB, 7200RPM, SATA, 3.5""",Storage,S$214.43,4.5,"Western Digital's 8TB hard drive is has an approx. retention period of +30 days using (5) Ubiquiti G5 Bullets. The drive runs warm, but Western Digital",https://www.amazon.sg/Purple-Surveillance-Drive-256MB-7200RPM/dp/B07RRCQVN1/ref=sr_1_226?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plextor PXL-910S Professional Internal SATA Serial ATA DVD / CD Writer Drive for Desktop PC Computer - Bulk Pack (PXL-910S) - Acumen Disc Edition,Storage,S$49.65,4.4,"This is a very nice and well performing DVD R/W drive. Plextor makes very good DVD drives and this one is no exception. The form factor is correct, so it",https://www.amazon.sg/Plextor-PXL-910S-Professional-Internal-Computer/dp/B07R18M6KT/ref=sr_1_227?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD Purple 6 TB Surveillance Hard Disk Drive, Intellipower 3.5 Inch SATA 6 Gb/s 64 MB Cache 5400 RPM",Storage,S$214.43,4.4,Amazon always the best place to buy and this hard drive was no exception. Great price and WD are always reliable. Bought one of these for our home security system.,https://www.amazon.sg/Purple-Surveillance-Drive-Intellipower-Cache/dp/B07Q95NT7J/ref=sr_1_228?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.5"" / 3.5"" IDE SATA HDD Aluminum & EVA Protection Suitcase，Suitcase for 8 x 3.5 & 6 x 2.5 inch Hard Drive",Storage,S$58.15,4.6,This is a handy storage case for my 3.5 drives. Interior padding is good quality but very thin on the bottom. Holds extra/spare Hdd's for server securely,https://www.amazon.sg/SATA-Aluminum-Protection-Suitcase%EF%BC%8CSuitcase-Drive/dp/B07Q2T9W5F/ref=sr_1_229?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FD USB 3.0 to SATA Adapter Cable Converter for 2.5"" and 3.5"" Hard Drives and SSD, 12V Power Adapter, and Data cloning Utility Software in USB Flash Drive",Storage,S$68.38,4.4,"Cl cloning tool on the USB flash drive works as expected and described. The Barracuda HDD was not initialized, as expected from a new drive. Using the furnished SATA to USB 3",https://www.amazon.sg/Adapter-Converter-Drives-cloning-Software/dp/B07NWCJ6GB/ref=sr_1_230?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba S300 6TB Surveillance 3.5” Internal Hard Drive – CMR SATA 6 Gb/s 7200 RPM 256MB Cache - HDWT360UZSVAR,Storage,S$240.13,4.4,"Because of its low spinning speed, this drive is really quiet and very good for NVRs and other surveillance low-noise applications. Plug and play, super easy! Thanks!",https://www.amazon.sg/Toshiba-S300-Surveillance-Internal-Drive/dp/B07NTDWMSQ/ref=sr_1_231?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGST WD Ultrastar HUS726T4TALE6L4 4TB 7200 RPM 512e SATA 6Gb/s 3.5-Inch Internal Hard Disk Drive,Storage,S$374.53,3,"Purchased the drives for use in our NAS. Drives do not work, removed them and tried formatting following the Drive Manufacturers instructions, drives are BAD and could not be formatted",https://www.amazon.sg/HGST-Ultrastar-HUS726T4TALE6L4-3-5-Inch-Internal/dp/B07KC8HZ3V/ref=sr_1_235?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUNMALL HDD Hard Drive w/IR/Sleep/HD Cable Replacement with Bracket 922-9771 821-1226-a Compatible with Apple MacBook Pro Unibody 13"" A1278 2011 Year MB990LL/A MB991LL/A MC374LL/A MC375LL/A",Storage,S$48.21,4.6,"My 2012 MacBook could no longer see the drive. Pulled the drive, and it checked fine when connected to another computer, so figured it was likely the cable. Installed this in",https://www.amazon.sg/SUNMALL-Replacement-922-9771-821-1226-Compatible/dp/B07CYQXWG9/ref=sr_1_238?qid=1695821501&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Digital 6TB Ultrastar DC HC310 7200 RPM SATA 6.0Gb/s 3.5"" Data Center Internal Hard Drive Model 0B36039",Storage,S$327.82,4.1,Great storage device for an excellent price. This product failed n less than two months. Tried to return it through Western Digital and apparently this product isn't supposed to be sold in the,https://www.amazon.sg/Western-Digital-Ultrastar-Internal-0B36039/dp/B0796J5141/ref=sr_1_241?qid=1695821505&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Digital WDBMYH0020BNC-WRSN Blue 2 TB 2.5 Inch Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 128 MB Cache, Black",Storage,S$103.28,4.4,"I have 15 years ago WD discs that still work properly and these new ones do not hold an anus. For me, the decline in the quality/fiability of WD products is more",https://www.amazon.sg/Western-Digital-WDBMYH0020BNC-WRSN-Internal-Drive/dp/B077RVMF3V/ref=sr_1_244?qid=1695821505&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Full Metal 8 Bay 2.5 Inche HDD SDD Tray Less Mobile Rack SATA or Mini SAS Interface for 5.25"" Drive Bay SY-MRA25052",Storage,S$180.19,5,"It fits well in 2 x 5.25"" bays, hooked up seamlessly to my PERC H710 controller and recognized my existing arrays flawlessly. Comes with keys to lock and",https://www.amazon.sg/Metal-Inche-Mobile-Interface-SY-MRA25052/dp/B075H78H5N/ref=sr_1_250?qid=1695821505&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bondtech BMG Extruder - 1.75mm,Storage,S$128.96,3.9,"This is NOT a the full Extruder as shown in some of the pictures. The package just includes the gears and housing, no mounting bracket as shown and no motor. Driving force",https://www.amazon.sg/Bondtech-BONDTECH-BMG-175-BMG-Extruder-1-75mm/dp/B074P8FCG9/ref=sr_1_251?qid=1695821505&refinements=p_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A4000-60000&rnid=6450031051&s=electronics&sr=1-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
